CMPD_CHEMBLID SMILES PIC50_VALUE REFERENCE CLASE ID_CLASE
COMPOUNDT004D COc4cc(N3CCN(C(=O)N[C@@H](C)c1cccc2ccccc12)CC3)ccc4c5cnc(C)o5 7.47 Takai2015 f-feniloxazoles-feniltriazoles 19
COMPOUNDT005C COc4cc(N3CCN(C(=O)N[C@@H](C)c1cccc2ccccc12)C[C@@H]3C)ccc4c5cnc(C)o5 7.68 Takai2015 f-feniloxazoles-feniltriazoles 19
COMPOUNDT005D COc4cc(N3CCN(C(=O)N[C@@H](C)c1cccc2ccccc12)C[C@H]3C)ccc4c5cnc(C)o5 7.25 Takai2015 f-feniloxazoles-feniltriazoles 19
COMPOUNDT005A COc4cc(N3CCCN(C(=O)N[C@@H](C)c1cccc2ccccc12)CC3)ccc4c5cnc(C)o5 7.42 Takai2015 f-feniloxazoles-feniltriazoles 19
COMPOUNDT006A COc4cc(N3CCN(C(=O)NCc1cccc2ccccc12)CC3)ccc4c5cnc(C)o5 7.30 Takai2015 f-feniloxazoles-feniltriazoles 19
COMPOUNDT006F COc4cc(N3CCN(C(=O)Cn2cnc1ccccc12)CC3)ccc4c5cnc(C)o5 7.03 Takai2015 f-feniloxazoles-feniltriazoles 19
COMPOUNDT006H COc4cc(N3CCN(C(=O)Cn2cnc1c(C(F)(F)F)cccc12)CC3)ccc4c5cnc(C)o5 6.96 Takai2015 f-feniloxazoles-feniltriazoles 19
COMPOUNDT006J COc4cc(N3CCN(C(=O)Cn2cnc1cc(C(F)(F)F)ccc12)C[C@@H]3C)ccc4c5cnc(C)o5 7.68 Takai2015 f-feniloxazoles-feniltriazoles 19
COMPOUNDT006I COc4cc(N3CCN(C(=O)Cn2cnc1cc(C(F)(F)F)ccc12)CC3)ccc4c5cnc(C)o5 7.30 Takai2015 f-feniloxazoles-feniltriazoles 19
COMPOUNDT006K COc4cc(N3CCN(C(=O)Cn2cnc1ccc(C(F)(F)F)cc12)CC3)ccc4c5cnc(C)o5 7.19 Takai2015 f-feniloxazoles-feniltriazoles 19
COMPOUNDT006L COc4cc(N3CCN(C(=O)Cn2cnc1ccc(C(F)(F)F)cc12)C[C@@H]3C)ccc4c5cnc(C)o5 7.52 Takai2015 f-feniloxazoles-feniltriazoles 19
COMPOUNDQ0006 CCC(c1ccc(F)cc1)N4CCCn5c(c3ccc(n2cnc(C)c2)c(OC)c3)nnc45 6.81 Qin2011a f-pirazolopiridina 24
COMPOUNDQ0006 CCCC(c1ccc(F)cc1)N4CCCn5c(c3ccc(n2cnc(C)c2)c(OC)c3)nnc45 6.84 Qin2011a f-pirazolopiridina 24
COMPOUNDQ0012 COc4cc(c2nnc3N(C(C)c1cc(F)c(F)c(F)c1)CCCn23)ccc4n5cnc(C)c5 6.94 Qin2011a f-pirazolopiridina 24
COMPOUNDQ0014 COc4cc(c2nnc3N(Cc1ccc(Cl)c(Cl)c1)CCCn23)ccc4n5cnc(C)c5 6.90 Qin2011a f-pirazolopiridina 24
COMPOUNDQ0044 CC[C@@H](c1cc(F)c(F)c(F)c1)N5CCCc4c(c3ccc(n2cnc(C)c2)c(OC)c3)n[nH]c45 6.91 Qin2011a f-pirazolopiridina 24
COMPOUNDQ0045 CC[C@H](c1cc(F)c(F)c(F)c1)N5CCCc4c(c3ccc(n2cnc(C)c2)c(OC)c3)n[nH]c45 6.68 Qin2011a f-pirazolopiridina 24
COMPOUNDQ00-7 COc4cc(c1nnc2c1cc(Cl)cn2[C@@H](C)c3ccc(F)cc3)ccc4n5cnc(C)c5 7.15 Qin2011b f-pirazolopiridina 24
COMPOUNDQ0015 COc4cc(c1nnc2c1cc(Cl)cn2[C@@H](C)c3ccc(F)c(F)c3)ccc4n5cnc(C)c5 7.18 Qin2011b f-pirazolopiridina 24
COMPOUNDQ0016 COc4cc(c1nnc2c1cc(Cl)cn2[C@@H](C)c3cc(F)ccc3F)ccc4n5cnc(C)c5 7.15 Qin2011b f-pirazolopiridina 24
COMPOUNDQ0018 COc4cc(c1nnc2c1cc(Cl)cn2[C@@H](C)c3cc(F)c(F)c(F)c3)ccc4n5cnc(C)c5 6.97 Qin2011b f-pirazolopiridina 24
COMPOUNDQ0019 CC[C@@H](c1cc(F)c(F)c(F)c1)n5cc(Cl)cc4c(c3ccc(n2cnc(C)c2)c(OC)c3)nnc45 7.37 Qin2011b f-pirazolopiridina 24
COMPOUNDW1560 CC1=CC(C2=NC(OC)=C(N3C=C(C)N=C3)C=C2)=NN=C1N[C@H](C4=CC=C(F)C=C4)C 8.15 Wagner2017 f-piridina-piridazina-oxazoles 28
COMPOUNDT8697 COc4cc(Nc3nc2[C@H](c1ccc(F)cc1)CCCCn2n3)ccc4n5cnc(Cl)c5 8.30 Toyn2014 f-triazoles 17
COMPOUNDT9324 CNc3nc(Nc2ccc(n1cnc(C)n1)c(OC)c2)nc4c3CC[C@H]4c5ccc(F)cc5 8.22 Toyn2016 f-benzimidazoles-indazoles 25
COMPOUNDR0028 CCn1nc(C(C)(C)C)cc1Nc4nc(c3ccc(n2cnc(C)c2)c(F)c3)cs4 7.20 Rynearson2016 f-tiazoles 21
COMPOUNDR0011 Cc6cn(c5ccc(c4csc(Nc2c1CCCCc1nn2C3CCC3)n4)cc5F)cn6 6.95 Rynearson2016 f-tiazoles 21
COMPOUNDR0025 Cc5cn(c4ccc(c3csc(Nc2c1CCCCc1nn2CC(C)(C)O)n3)cc4F)cn5 7.26 Rynearson2016 f-tiazoles 21
COMPOUNDR0029 CCCn1nc(C(C)(C)C)cc1Nc4nc(c3ccc(n2cnc(C)c2)c(F)c3)cs4 7.07 Rynearson2016 f-tiazoles 21
COMPOUNDR0030 Cc4cn(c3ccc(c2csc(Nc1cc(C(C)(C)C)nn1C(C)C)n2)cc3F)cn4 7.06 Rynearson2016 f-tiazoles 21
COMPOUNDR0031 Cc4cn(c3ccc(c2csc(Nc1cc(C(C)(C)C)nn1C(C)(C)C)n2)cc3F)cn4 7.07 Rynearson2016 f-tiazoles 21
COMPOUNDR0033 CCn2nc(C1(C)CC1)cc2Nc5nc(c4ccc(n3cnc(C)c3)c(F)c4)cs5 7.17 Rynearson2016 f-tiazoles 21
COMPOUNDR0034 CCn1nc(C(F)(F)F)cc1Nc4nc(c3ccc(n2cnc(C)c2)c(F)c3)cs4 6.96 Rynearson2016 f-tiazoles 21
COMPOUNDR0036 Cc4cn(c3ccc(c2csc(Nc1cc(C(C)(C)C)nn1CC(F)(F)F)n2)cc3F)cn4 7.06 Rynearson2016 f-tiazoles 21
COMPOUNDR0040 CCn2nc1CCCc1c2Nc5nc(c4ccc(n3cnc(C)c3)c(F)c4)cs5 7.39 Rynearson2016 f-tiazoles 21
COMPOUNDR0041 Cc5cn(c4ccc(c3csc(Nc2c1CCCc1nn2C(C)C)n3)cc4F)cn5 7.18 Rynearson2016 f-tiazoles 21
COMPOUNDR0043 Cc6cn(c5ccc(c4csc(Nc2c1CCCc1nn2C3CCC3)n4)cc5F)cn6 7.04 Rynearson2016 f-tiazoles 21
COMPOUNDR0044 Cc5cn(c4ccc(c3csc(Nc2c1CCCc1nn2CC(F)(F)F)n3)cc4F)cn5 7.03 Rynearson2016 f-tiazoles 21
COMPOUNDR0045 Cc5cn(c4ccc(c3csc(Nc2c1CCCc1nn2CCO)n3)cc4F)cn5 6.00 Rynearson2016 f-tiazoles 21
CHEMBL3608379 COc1cc(ccc1-n1cc(C)cn1)-c1cn(nn1)C1CCc2c(F)cccc2N(CC(F)(F)F)C1=O 5.27 Methot2015 f-triazolbenzazepinonas 18
CHEMBL3353080 COc1cc(ccc1-n1cnc(C)c1)-c1nc(C(=O)Nc2cccc(c2)C(F)(F)F)n(C)n1 5.21 Velter2014 f-triazoles 17
CHEMBL3353079 COc1cc(ccc1-n1cnc(C)c1)-c1nc(C(=O)c2ccc(F)cc2)n(C)n1 5.16 Velter2014 f-triazoles 17
CHEMBL3608393 COc1cc(ccc1-n1ccc(C)n1)-c1cn(nn1)C1CCc2c(F)cccc2N(CC(F)(F)F)C1=O 5.00 Methot2015 f-triazolbenzazepinonas 18
CHEMBL3353565 COc1cc(ccc1-n1cnc(C)c1)-c1nc(N2CCCC(C2)C(F)(F)F)n(n1)C(C)C 6.17 Velter2014 f-triazoles 17
CHEMBL3609757 Cc1cn(cn1)-c1ncc(cn1)-c1cn(nn1)C1CCc2c(F)cccc2N(CC(F)(F)F)C1=O 5.83 Methot2015 f-triazolbenzazepinonas 18
COMPOUNDP015 COc3cc2c(=O)n(CCc1cccc(Cl)c1)ccc2cc3n4cnc(C)c4 4.80 Pettersson2014 f-piridopirazinediona 22
COMPOUNDP25B COc3c(n1cnc(C)c1)ccc4c(=O)n(CCc2cccc(Cl)c2)ccc34 5.47 Pettersson2014 f-piridopirazinediona 22
COMPOUNDP027 Cc4cn(c3ccc2c(=O)n(Cc1cccc(C(F)(F)F)c1)ccc2c3O)cn4 6.04 Pettersson2014 f-piridopirazinediona 22
COMPOUNDP028 Cc4cn(c3ccc2C(=O)N(Cc1cccc(C(F)(F)F)c1)CCc2c3O)cn4 6.40 Pettersson2014 f-piridopirazinediona 22
COMPOUNDP029 COc2cc(C(=O)NCc1cccc(C(F)(F)F)c1)ccc2n3cnc(C)c3 6.18 Pettersson2014 f-otros 28
